"CountryRegionName","Education","Occupation","Gender","MaritalStatus","HomeOwnerFlag","NumberCarsOwned","NumberChildrenAtHome","TotalChildren","YearlyIncome","Age"
"Canada","Partial College","Skilled Manual","M","M","1",1,0,2,56272,37
"United States","Partial College","Skilled Manual","F","S","0",1,0,0,60659,37
"United States","Graduate Degree","Management","M","M","1",1,1,2,113674,37
"United States","Graduate Degree","Skilled Manual","M","S","0",2,0,0,55988,37
"United States","Graduate Degree","Management","F","S","1",1,0,0,110019,37
"Canada","Partial College","Clerical","F","M","1",1,1,1,77753,44
"United States","Partial College","Management","M","M","1",3,0,1,108723,44
"United States","Partial College","Clerical","F","M","1",2,1,2,78553,44
"Canada","Partial College","Clerical","M","M","1",3,0,2,86512,44
"United States","Partial College","Skilled Manual","F","M","1",1,0,1,54615,44
"United States","Bachelors","Manual","M","M","1",0,0,2,33891,45
"United States","Graduate Degree","Professional","F","M","1",1,0,2,136135,45
"United States","Graduate Degree","Clerical","F","S","1",3,0,0,83058,45
"United States","Graduate Degree","Management","M","M","1",2,1,2,104276,45
"United States","Graduate Degree","Professional","F","M","1",3,0,1,129734,46
"United States","Graduate Degree","Professional","M","S","1",2,0,1,131527,75
"Australia","Graduate Degree","Clerical","M","M","1",1,1,1,79667,35
"Australia","Graduate Degree","Clerical","F","M","1",2,0,1,77696,35
"Australia","Bachelors","Management","M","M","1",2,1,2,103882,36
"Australia","Bachelors","Skilled Manual","M","M","0",0,1,1,60320,35
"Australia","Bachelors","Management","F","S","0",0,0,0,107204,36
"Australia","Bachelors","Skilled Manual","F","S","0",0,0,0,53447,37
"Australia","Bachelors","Management","F","M","1",1,0,2,106388,37
"Australia","Graduate Degree","Skilled Manual","F","M","0",1,0,2,51433,35
"Australia","Bachelors","Skilled Manual","F","S","0",2,0,0,61475,37
"Australia","Graduate Degree","Professional","F","M","1",2,0,0,128806,38
"Australia","Graduate Degree","Skilled Manual","F","M","1",2,0,1,54813,38
"Australia","Graduate Degree","Management","F","M","1",3,0,2,106496,38
"Australia","Bachelors","Clerical","F","S","0",1,0,0,86919,39
"Australia","Bachelors","Management","M","M","1",3,1,2,109818,38
"Australia","Bachelors","Management","M","M","1",2,1,2,104004,38
"Australia","Bachelors","Clerical","M","S","0",1,0,0,87358,40
"Australia","Bachelors","Professional","F","S","1",1,0,0,132989,39
"Australia","Bachelors","Skilled Manual","M","S","0",1,0,0,59540,37
"Australia","Bachelors","Manual","M","S","0",1,0,0,36431,36
"Australia","Bachelors","Clerical","F","S","0",2,0,0,83861,36
"Australia","Bachelors","Manual","M","S","0",0,0,0,36110,39
"Australia","Bachelors","Professional","F","S","1",1,0,0,136878,40
"Australia","Bachelors","Professional","F","M","1",0,0,1,128653,40
"Australia","Bachelors","Management","M","S","1",2,0,0,110477,40
"United States","Bachelors","Clerical","M","M","1",3,0,1,80700,36
"United States","Bachelors","Manual","F","M","0",0,0,2,29874,37
"United States","Bachelors","Skilled Manual","F","M","0",1,0,1,60219,36
"United States","High School","Clerical","F","S","0",1,0,0,82560,25
"United States","Partial College","Manual","F","S","0",0,0,0,33751,25
"Australia","High School","Manual","F","M","1",1,1,2,29087,60
"Australia","High School","Skilled Manual","M","M","1",2,1,2,54532,60
"Australia","High School","Skilled Manual","M","M","1",1,0,2,54375,60
"United States","Partial College","Clerical","M","S","0",1,0,0,80104,25
"United States","Partial College","Clerical","F","M","0",0,0,0,76863,25
"United States","Partial College","Management","F","M","0",3,0,0,110253,25
"Canada","High School","Manual","M","S","0",0,0,0,33581,26
"Canada","Partial High School","Skilled Manual","M","S","0",1,0,0,51111,26
"United States","Partial College","Skilled Manual","F","S","0",0,0,0,59949,27
"United States","Partial College","Clerical","F","S","0",0,0,0,82758,26
"United States","Partial College","Clerical","M","M","0",2,0,0,81127,26
"United States","Partial College","Clerical","M","S","0",3,0,0,85986,26
"United States","Partial College","Skilled Manual","M","M","0",1,0,0,57337,26
"Australia","Partial College","Clerical","M","M","1",0,1,2,80674,58
"Australia","High School","Skilled Manual","F","M","1",1,1,2,56204,57
"Australia","High School","Skilled Manual","F","M","1",1,2,2,55675,57
"Australia","Partial College","Clerical","F","M","1",2,1,2,86880,57
"Australia","Partial High School","Manual","M","M","1",0,0,1,32195,56
"United States","Partial College","Clerical","M","M","0",2,0,0,82878,26
"United States","Partial High School","Skilled Manual","M","S","0",2,0,0,52551,27
"United States","Partial High School","Skilled Manual","M","S","0",1,0,0,52604,27
"United States","Partial College","Manual","F","S","0",1,0,0,32201,27
"United States","Partial College","Skilled Manual","M","S","0",1,0,0,60273,27
"United States","Partial College","Management","F","M","1",2,0,0,103801,27
"United States","Partial College","Skilled Manual","M","M","0",0,0,0,57703,27
"United States","Partial College","Clerical","F","M","0",1,0,0,82031,27
"Australia","Partial High School","Skilled Manual","F","M","1",2,1,2,59264,55
"Australia","Partial High School","Manual","F","M","1",1,0,2,32735,55
"Australia","Partial High School","Skilled Manual","F","M","1",2,0,2,52337,55
"Australia","Partial College","Skilled Manual","M","M","1",0,1,2,59261,54
"Australia","Partial College","Clerical","M","S","1",2,0,0,84046,54
"Australia","Bachelors","Manual","M","M","1",1,1,2,34534,55
"Australia","High School","Skilled Manual","M","M","1",1,0,2,56811,53
"Australia","High School","Manual","F","M","1",0,1,2,28457,53
"Australia","High School","Skilled Manual","M","M","1",1,0,2,56098,53
"Australia","High School","Manual","M","M","1",0,0,2,31729,54
"United States","Partial College","Skilled Manual","F","S","0",2,0,0,54044,24
"Australia","High School","Skilled Manual","F","M","1",1,1,2,61590,53
"Australia","High School","Manual","F","M","1",1,2,2,27125,52
"Australia","Partial College","Skilled Manual","F","S","1",1,0,0,59153,50
"United States","Partial College","Manual","F","S","0",0,0,0,29016,29
"United States","High School","Clerical","F","S","0",0,0,0,85919,29
"United States","High School","Clerical","F","S","0",1,0,0,86938,29
"United States","Partial College","Clerical","F","S","0",1,0,0,87269,29
"United States","High School","Manual","M","M","0",1,0,0,30462,30
"United States","High School","Skilled Manual","F","S","0",1,0,0,52534,30
"United States","Partial College","Clerical","M","M","0",2,0,0,83690,31
"United States","Partial College","Clerical","F","S","0",3,0,0,77997,31
"United States","Partial College","Skilled Manual","F","M","0",1,0,0,61226,28
"Australia","High School","Manual","M","S","0",0,0,0,28839,49
"Australia","High School","Manual","M","M","1",1,0,1,27509,50
"Australia","High School","Skilled Manual","M","M","1",1,2,2,59022,49
"Australia","High School","Manual","F","S","0",1,0,0,36072,48
"Australia","Graduate Degree","Professional","M","S","1",2,0,0,131444,46
"United States","Bachelors","Professional","M","S","0",2,0,0,130355,31
"United States","Partial College","Clerical","F","M","0",3,0,0,86709,30
"United States","Partial College","Management","F","M","1",3,0,0,105956,30
"Australia","Graduate Degree","Clerical","F","M","1",1,1,2,82702,45
"Australia","Graduate Degree","Clerical","M","S","1",1,0,0,88226,45
"United States","Partial High School","Skilled Manual","F","S","1",1,0,0,51155,47
"Canada","Partial High School","Manual","F","S","0",0,0,0,27009,47
"United States","High School","Clerical","F","M","1",2,0,1,82726,48
"United States","High School","Skilled Manual","F","S","1",1,0,0,58387,47
"United States","Partial College","Management","M","M","1",3,1,2,109114,47
"Australia","Bachelors","Professional","F","M","1",2,0,0,128982,37
"Australia","Bachelors","Manual","F","M","0",0,0,1,27630,37
"Australia","Partial College","Skilled Manual","F","S","0",1,0,0,53211,42
"Australia","Bachelors","Clerical","M","M","1",3,0,1,77363,42
"Australia","Bachelors","Management","F","M","1",1,1,1,106761,42
"Australia","Graduate Degree","Professional","M","S","1",2,0,0,131458,38
"Australia","Bachelors","Professional","M","S","1",2,0,0,133707,38
"Australia","Graduate Degree","Skilled Manual","M","S","0",1,0,0,60144,38
"Australia","Graduate Degree","Professional","F","S","1",2,0,0,131471,38
"Australia","Partial College","Manual","M","M","1",1,2,2,29711,44
"Australia","Partial College","Management","M","M","1",2,0,1,105673,44
"Australia","Partial College","Management","M","M","1",2,0,2,105177,44
"Australia","Bachelors","Clerical","M","M","1",1,0,2,84745,45
"Australia","Bachelors","Skilled Manual","M","S","0",2,0,0,59775,39
"Australia","Bachelors","Manual","M","M","0",0,2,2,28883,39
"Australia","Bachelors","Skilled Manual","M","M","1",2,2,2,54824,39
"Australia","Bachelors","Clerical","F","M","1",1,1,2,83248,39
"Australia","Bachelors","Management","F","S","1",2,0,0,105882,40
"Australia","Bachelors","Management","F","S","1",1,0,0,106232,40
"Australia","Bachelors","Skilled Manual","F","S","0",2,0,0,62048,40
"Australia","Bachelors","Management","M","S","1",3,0,0,112440,41
"Australia","Partial College","Clerical","F","S","1",1,0,0,82091,42
"Australia","Bachelors","Clerical","M","S","1",1,0,0,81663,42
"Australia","Bachelors","Clerical","M","M","1",1,1,1,81693,42
"Australia","Bachelors","Management","F","M","1",0,1,1,109236,43
"Australia","Bachelors","Professional","M","S","1",2,0,0,132407,46
"Australia","Bachelors","Skilled Manual","M","S","0",0,0,0,51814,46
"Australia","Partial College","Manual","M","M","1",1,1,2,34825,47
"Australia","Partial College","Clerical","M","M","1",0,2,2,80649,69
"Australia","High School","Skilled Manual","F","M","1",1,1,2,52196,55
"United States","High School","Clerical","M","S","0",0,0,0,87645,28
"United States","High School","Manual","M","M","0",0,0,0,32001,28
"Canada","High School","Manual","M","S","0",1,0,0,29519,28
"Canada","High School","Skilled Manual","M","M","0",1,0,0,54884,29
"Canada","High School","Clerical","F","S","0",1,0,0,78002,28
"United States","High School","Manual","F","S","0",1,0,0,33136,28
"United States","High School","Clerical","F","M","0",3,0,0,84003,24
"United States","High School","Clerical","M","S","0",3,0,0,83324,24
"United States","High School","Skilled Manual","M","M","0",0,0,0,57933,24
"Canada","High School","Skilled Manual","M","S","0",2,0,0,61051,24
"United States","High School","Skilled Manual","M","M","0",0,0,0,59957,24
"Australia","High School","Manual","M","M","1",1,2,2,33696,59
"Australia","Bachelors","Professional","M","S","1",2,0,1,137768,67
"United States","Partial High School","Skilled Manual","F","S","0",2,0,0,52786,26
"United States","High School","Clerical","F","S","0",2,0,0,79548,26
"United States","Partial High School","Manual","F","M","0",1,0,0,31431,27
"Canada","Partial High School","Skilled Manual","M","S","0",0,0,0,52241,27
"United States","Partial High School","Skilled Manual","M","S","0",1,0,0,53750,27
"United States","Partial High School","Manual","F","S","0",1,0,0,35145,27
"United States","High School","Skilled Manual","F","S","0",2,0,0,52333,27
"United States","High School","Skilled Manual","F","M","0",0,0,0,60555,28
"Canada","Partial High School","Skilled Manual","M","S","0",1,0,0,55728,25
"United States","High School","Manual","M","M","0",0,0,0,26031,25
"United States","High School","Manual","F","M","0",1,0,0,35764,25
"Australia","Bachelors","Skilled Manual","M","M","1",1,2,2,56962,65
"Australia","Bachelors","Clerical","F","M","1",2,1,2,81030,63
"Australia","Bachelors","Skilled Manual","M","M","1",0,0,2,61278,62
"Australia","Graduate Degree","Skilled Manual","F","S","1",0,0,1,56884,62
"Australia","Bachelors","Skilled Manual","F","S","1",2,1,1,51111,61
"United States","Partial College","Clerical","F","S","0",2,0,0,77431,28
"United States","Partial College","Skilled Manual","M","S","0",2,0,0,57127,28
"United States","Partial College","Skilled Manual","F","S","0",2,0,0,60908,29
"Canada","High School","Skilled Manual","F","S","0",2,0,0,61413,29
"Canada","High School","Skilled Manual","M","S","0",2,0,0,55133,29
"United States","Partial College","Clerical","M","M","0",3,0,0,81388,30
"Canada","Partial College","Management","M","S","0",1,0,0,107859,31
"United States","Partial College","Skilled Manual","M","S","0",1,0,0,51618,32
"United States","Partial College","Manual","M","S","0",0,0,0,35095,32
"United States","Partial College","Clerical","F","S","0",2,0,0,79395,32
"United States","Partial College","Clerical","F","M","1",1,0,1,78520,33
"United States","Bachelors","Clerical","F","S","0",2,0,0,81886,32
"United States","Bachelors","Clerical","F","S","0",2,0,0,84845,37
"United States","Bachelors","Manual","F","S","0",0,0,0,31950,36
"Canada","Bachelors","Skilled Manual","F","S","0",2,0,0,59162,37
"Canada","Graduate Degree","Management","F","S","1",1,0,0,112043,37
"United States","Bachelors","Skilled Manual","F","M","1",0,0,2,53122,37
"United States","Graduate Degree","Professional","M","S","1",2,0,0,128676,37
"United States","Bachelors","Clerical","F","M","1",1,1,2,83586,63
"Australia","Partial College","Clerical","M","M","0",2,0,0,83430,25
"Australia","Partial College","Clerical","M","M","0",0,0,0,83874,24
"Australia","Partial College","Skilled Manual","M","S","0",1,0,0,53814,26
"Australia","Partial College","Manual","M","M","0",1,0,0,34081,26
"Australia","High School","Manual","F","M","0",0,0,0,29842,29
"Australia","High School","Manual","M","S","0",1,0,0,26411,26
"Australia","Bachelors","Manual","F","M","0",0,0,0,26440,25
"Australia","Bachelors","Management","F","M","0",2,0,0,111197,25
"Australia","Bachelors","Clerical","M","M","0",2,0,0,83144,26
"Australia","High School","Skilled Manual","M","S","0",1,0,0,57699,28
"Australia","Bachelors","Manual","M","S","0",0,0,0,31509,27
"Australia","Partial College","Clerical","F","S","0",2,0,0,84673,27
"France","Partial College","Manual","M","M","1",1,1,2,36983,61
"France","Partial College","Clerical","M","M","1",0,0,2,81888,61
"Germany","Partial College","Clerical","F","M","1",3,1,2,79883,61
"Germany","Partial College","Skilled Manual","M","S","1",1,1,1,54535,61
"Germany","Graduate Degree","Professional","F","M","1",3,0,0,128670,43
"Germany","Graduate Degree","Management","F","M","1",3,1,2,110632,43
"France","High School","Skilled Manual","F","S","0",2,0,0,60762,44
"Germany","High School","Clerical","M","M","1",3,0,1,83496,44
"United Kingdom","Partial College","Skilled Manual","F","S","0",1,0,0,52708,44
"France","High School","Skilled Manual","M","M","1",1,0,1,58733,45
"France","High School","Skilled Manual","M","S","0",1,0,0,54823,46
"United Kingdom","Partial College","Management","F","M","1",2,0,2,102263,45
"Germany","Graduate Degree","Skilled Manual","M","M","1",2,0,2,53330,46
"Germany","Graduate Degree","Skilled Manual","M","M","1",0,1,2,55153,46
"Germany","Bachelors","Skilled Manual","M","M","1",2,1,2,54297,44
"United Kingdom","Bachelors","Manual","M","M","1",1,1,1,31934,46
"France","High School","Manual","F","S","0",0,0,0,31477,34
"France","Partial College","Skilled Manual","M","S","0",1,0,0,58751,34
"Germany","Partial College","Clerical","M","S","0",3,0,0,85810,34
"France","Bachelors","Manual","M","M","0",1,0,2,32685,34
"United Kingdom","Graduate Degree","Professional","F","M","1",2,0,2,130174,34
"United Kingdom","Partial College","Manual","M","S","0",0,0,0,30049,35
"United Kingdom","Bachelors","Professional","M","S","1",3,0,0,132250,35
"United Kingdom","Graduate Degree","Skilled Manual","M","S","0",2,0,0,54089,36
"United Kingdom","Graduate Degree","Professional","M","S","1",0,0,0,129799,35
"Germany","Graduate Degree","Professional","F","M","1",1,1,2,132474,35
